评论ID,评论内容
19821,很好。
19824,效果很好  我需认真努力
19827,很棒
19830,其实呢，这也算是正经八百的学了学
19836,还可以，就是不能使用快捷键
19851,心有点累，每做一个实验，就要学习一些新的知识，学习成本有点高
19854,嗯，有点卡.
19857,一扇新的大门
19860,还不太会用实验报告。很好的学习平台。
19863,挺好的
19866,感觉还不错啊，JavaScript比Java灵活多了。
19869,学到了一些新的API
19872,非常不错
19875,简单明了
19878,很有成就感！！
19881,nice
19884,不错很好。支持
19887,挺方便的，边学边练，对初学车很有帮助。
19890,模拟器有点慢
19893,非常有趣
19902,git tag怎么用
19911,这个项目很不错，锻炼了代码能力
19914,不错
19917,电脑速度太慢了。。。
19920,很基础，但很实用。
19923,成功~success
19926,实验楼确实增强了学习时的动手能力，不过对代码的思考能力却有所减弱
19929,这一讲没有讲清楚：1.hadoop中每个进程的作用，2.每个xml配置的方法以及为什么配置，3.伪分布式和实际的分布式集群配置的不同
19932,太简单
19935,好好学习
19938,实验楼提供了很好的编程环境，感觉还不错
19941,nice
19944,非常不错，继续努力
19950,没有搞懂怎么进入实验
19953,感觉不错哟～棒
19956,"无法输入 ""l""  ?\n O_O#"
19959,我也是醉了
19962,怎么总是失败
19968,值得学习
19971,挺不错的环境
19974,挺好的练习环境
19977,good
19980,这个实验还不错， 简单 练手
19983,不会用vim
19986,做事不能三心二意，外界影响也占了很大的部分
19989,感觉不错，会继续用。
19992,很靠谱，讲的也很细，跟着步骤理解了很多。
20010,一种新的学习方法，赞一个。以后会常来的~
20013,赞赞赞
20019,"sudo 需要密码的意义及免密方法,无法授权指定用户,精细化不及NTFS"
20022,xiexie实验楼的平台
20025,太难了\n有汇编
20037,练习题有答案么。。
20040,加入弹幕会更有趣
20043,thx
20046,这个是真的流弊了。\n感谢
20049,这个是真的流弊了。\n感谢
20052,学习linux中用C编写Hello World！
20055,变量，作用域，字码流星雨
20058,nice
20061,知识点很全面
20064,有问题吧，记录
20067,Very good!
20076,抱歉我没看懂
20079,模拟环境不错
20082,虚拟环境的eclipse不支持java 8 compile
20088,模式不错，有效
20091,usful
20094,第一次使用linux，似乎不知道该干什么哎
20097,henhao
20100,Python有点鬼畜啊，代码明明一样啊，但就是运行不了
20103,很好
20106,Very good!
20109,讲的很详细，例子很好
20112,vim初体验，非常不习惯，但是要继续感受vim 的魅力
20115,刚开始学习python编程，整个过程是参照下来的，有些地方需要花时间去掌握，理解-动手-掌握
20121,学习的时候不要玩耍！！！
20136,好玩，新奇，学习环境很好，适合真正的零基础入门的学习者
20139,很有用
20142,很喜欢，很有效，谢谢
20145,很基础
20148,赞
20151,吃饭去了
20154,体验了过程，细节还是需要看书领悟。
20157,在线安装速度太慢了
20160,一直在看文档学习
20163,第一天。
20166,入门知识，比较简单。
20169,linux 很生疏，先把linux的基础教程看一看
20172,超卡
20175,神一样的编辑器，真的用起来好费神
20178,卡了
20187,最后为啥多一个%号呢。。
20190,实验环境失败？
20193,实验楼设计很棒
20196,挺好的  JAVA实验课多加点
20199,中windows毒太深了。
20202,对于素数的判断学习了好久，最后通过filter把False替换掉才得到完整结果。使用了函数创建，if判断，lambda
20205,能不能加入个暂停键啊。。在上班时候很空间超时。
20208,继续吧
20211,真心不错，尤其像我一样新手，手上有资料，有视频，有知乎，有GG还是不知道从哪开始的人来讲棒极了
20214,教程很好，很吸引人
20217,每次一到最后的汇编就歇菜le
20226,为什么最后点运行出现无法加载主类，我进目录javac编译，也生成不了class文件
20229,实验对于新手来说不错的，很好很强大
20232,最好在每节课的最好做个总结（包括内容，常用指令等等）
20235,实战最实际
20238,除了实验环境有点卡，都行
20244,环境太卡
20247,总觉得太卡，ide不如本地的clion或eclipse好用。我是kde桌面，装上客户端又找不到在哪儿打开。需要改进，不如本地调试方便。
20250,实验楼的体验还是可以
20253,好
20256,没做完~~~
20259,weiwan daixu
20262,初次使用，感觉平台做的很好～支持
20265,坚持打卡
20271,挺好的
20274,按照HashMap实验中实验，为什么在修改后获取的键值对还是修改前的值
20277,"hello,everone"
20280,刚刚有点事 还没学习完成呢。
20283,这部分java课程 ，通俗易懂 ，有些编程基础就能轻松掌握 。
20286,启动环境失败
20289,tensorflow安装不上，链接不到阿里yun
20292,关于VPN的用途和原理讲解不够清楚，学习后感觉很迷糊
20295,出师不利啊
20298,很好，就是linux刚开始用的不太顺手，也习惯用pycharm了。。。
20301,很好很好很好
20304,实验成功
20307,good
20310,很不错 还可以实际操作
20313,非常好用的试验平台
20316,这实验课确实可以，
20328,挺好
20334,环境里面git不了opencv啊， 改到自己的虚拟机做了，实验成功。谢谢up主~
20337,好学，易用
20343,很好，没有遇到太多问题。
20346,zhuan zhu
20349,挺好的
20352,很好，很有收获。
20361,还不错~
20364,讲解的非常详细，条理清晰，动手部分难度合适。
20367,第一次体验，相当不错
20370,介绍的很详细，学到了不少知识
20373,学习成功
20376,有了一点用汇编敲代码的感觉..
20379,希望实验楼越做越好
20382,希望实验楼越做越好
20385,ooooo
20388,不错，喜欢这样的学习环境。
20391,nace!
20394,实验过程有点问题。另外，算了
20397,有点迷糊 小白一个
20400,有点迷糊 小白一个
20403,6节课都看完了，在自己环境上跟着坐下来了，内容不错，练练手
20406,感觉真不错。
20409,不错   还在学习中     自学还是比较费力的
20412,不知道怎莫用
20415,早点发现这个网站就好了
20418,很好，很适合学习
20421,"Very simple, but useful."
20424,刚刚有点事 还没学习完成呢。
20430,好像不太会用。。。。
20433,很好
20439,................
20442,很详细的入门指导，愿每一天都有一点进步!
20445,实验报告的字节长度要求有点长.......
20448,真心不错~
20454,http://git.shiyanlou.com:junho2010/shiyanlou_cs596.git
20457,很不错
20460,慢慢熟悉吧
20463,课后的问题没有答案吗？
20466,实验一下git
20469,可以在服务器上实际操作，学习效率很高，操作性强，很赞
20472,这个模式很好，值得支持
20493,课程有点意思，继续。
20496,"cd 命令进入下级目录居然是要加“./”而不是“/”\n在windows下我的印象一直是""/"""
20499,课程设计得很好
20502,好
20505,很不错的实验学习方法，受益匪浅
20508,很好用的系统
20532,很不错
20541,Y
20544,很好
20547,原本是想用字符串的功能replace替换掉所有非字符内容，后来发现python也有正则表达式，可以完美处理标点符号。另外，使用set和list功能转换后写入文本需要使用join功能将分隔符和“【”去除掉。
20550,挺好的
20556,没想想说的
20565,对bah中的特殊字符的理解和运用有了一定的了解
20568,看了老大半天终于做好练习了
20583,结合命令来学习网络没那么枯燥，内容比较基础。适合初学者嘻嘻！
20589,Good
20592,谢谢
20595,基本代码都敲了一遍，但是在实验楼上运行还是有问题，说是权限问题，却无法修改对应文件的权限
20598,这个还要再学学，没怎么懂，另外之前学的vim的用法，又得多练习，不然又生疏了。。orz
20607,长见识了，通过实验发现，本实验是针对png图片的文字隐写技术，自己尝试了一下改写jpg图片的，虽然成功了，但是原理上还是不明白为什么jpg需要的是rgb数据处理，而png需要的是rgbt数据处理？希望相关人士解答一下！
20613,这个Python教程真心不错，感谢作者
20616,实验楼的确不错\n练习了setUID
20619,好的
20622,尽情享受知识的馈赠
20625,无法下载实验数据。
20628,nice
20631,网络太慢，可能是这里的原因，回去再看了。
20634,很好 就 是很卡
20637,下一个实现，java 中如何定义 char 类型变量
20649,hah
20661,哎呀，最后没有保存实验报告，没有了吗、、、、
20664,很好 简单易学
20667,有点意思
20670,。。。。基础不好看着有点晕
20673,为什么环境的终端根本输入不了？
20676,"Hello, Linux!"
20679,希望能出内容更丰富的学习课程
20682,"Hello, Linux!"
20688,very good\n!!
20691,。。。怎么没有C语言
20694,i love 实验楼
20697,初次接触感觉还行
20703,linux的桌面 很好玩…………
20706,这次的作业有点难
20709,这是一个好的实验，没有python基础也可以做
20712,非常有意思的实验
20715,·很棒
20718,还是基础太差
20721,中间有事突然离开～第一次体验感觉很不错
20724,很不错。
20727,不试不知道，实际操作中还会出现各种问题。在用自己的win7系统ipconfig的时候，竟然提示不是内部命令。然后通过百度，添加了环境变量，解决了。真是实践出真知。纸上得来终觉浅，绝知此事要躬行。
20730,睡着了
20736,真的很不错，现学现用
20739,帮助挺大的
20742,很好
20745,新手表示没搞懂变量到底干吗用
20751,学习了，
20754,反应太慢，写不下去了~~~希望能提早解决这个BUG！！^_^
20760,挺好的，其实有很多问题的出现是要仔细的看才会发现！
20763,有点卡顿
20769,套接字那块还需要加强学习！
20772,确实非常非常简单，不过，这是一种尝试，有所得的
20775,使用了一下测试环境
20778,我想说，这节课的课后习题怎么做啊？
20793,"good , thanks"
20799,尝试一下在线实验效果
20811,wwwwwwwaed
20817,很不错哦
20820,很好
20823,没成功
20826,不错
20829,非常好，提高效率了
20832,棒棒哒
20838,感谢实验楼
20841,本节实验课尝试的内容比较多，同时可以用man学习好些指令的用法，sudo、apt-get （install、remove）等等，再尝试一下sysvbanner、toilet、figlet工具的用法
20844,真心有点不习惯，最重要的是实验室好卡呀！
